,PM2.5,PM10,NO2,SO2,NH3,CO,Ozone,SO2i,NOi,PM25i,PM10i,Ozonei,NH3i,COi,AQI,AQI_Range
3467,74.56,115.56,16.61,18.47,26.86,0.52,59.49,23.0875,20.7625,148.53333333333336,135.56,59.49,6.715,26.0,148.53333333333336,Moderately Polluted
3468,80.44,126.44,20.65,19.49,26.57,0.63,54.28,24.362499999999997,25.8125,168.13333333333333,146.44,54.28,6.6425,31.5,168.13333333333333,Moderately Polluted
3469,72.42,128.48,19.04,14.96,29.46,0.61,51.75,18.700000000000003,23.8,141.4,148.48,51.75,7.365,30.5,148.48,Moderately Polluted
3470,56.54,129.48,15.17,18.61,30.36,0.46,45.39,23.2625,18.9625,94.23333333333333,149.48,45.39,7.59,23.0,149.48,Moderately Polluted
3471,40.6,98.66,13.48,15.96,22.06,0.39,62.96,19.950000000000003,16.85,67.66666666666667,123.32499999999999,62.96,5.515,19.5,123.32499999999999,Moderately Polluted
3472,66.7,121.86,21.74,21.35,25.06,0.59,63.45,26.6875,27.175,122.33333333333334,141.86,63.45,6.265,29.5,141.86,Moderately Polluted
3473,85.75,156.0,24.62,20.6,26.77,0.71,55.8,25.75,30.775,185.83333333333334,176.0,55.8,6.6925,35.5,185.83333333333334,Moderately Polluted
3474,64.34,153.29,23.37,16.57,31.49,0.67,63.41,20.7125,29.2125,114.46666666666668,173.29,63.41,7.8725,33.5,173.29,Moderately Polluted
3475,65.23,139.35,18.71,25.86,30.39,0.59,62.81,32.325,23.3875,117.43333333333335,159.35,62.81,7.5975,29.5,159.35,Moderately Polluted
3476,88.36,190.35,23.94,30.97,30.54,0.71,57.83,38.7125,29.925,194.53333333333333,210.35,57.83,7.635,35.5,210.35,Poor
3477,105.47,220.02,29.22,32.77,31.86,0.87,57.33,40.962500000000006,36.525,251.56666666666666,240.02,57.33,7.965,43.5,251.56666666666666,Poor
3478,67.82,211.47,27.58,16.66,25.09,0.66,49.29,20.825,34.475,126.06666666666665,231.47,49.29,6.2725,33.0,231.47,Poor
3479,80.2,240.68,24.64,25.76,31.31,0.56,60.43,32.2,30.8,167.33333333333334,260.68,60.43,7.8275,28.000000000000004,260.68,Poor
3480,27.33,110.73,19.9,13.14,26.34,0.41,74.27,16.425,24.874999999999996,45.55,130.73000000000002,74.27,6.585,20.5,130.73000000000002,Moderately Polluted
3481,25.57,99.45,19.87,13.75,30.37,0.43,70.02,17.1875,24.8375,42.61666666666667,124.3125,70.02,7.5925,21.5,124.3125,Moderately Polluted
3482,50.8,82.34,19.73,11.13,40.48,0.55,52.32,13.912500000000001,24.6625,84.66666666666666,102.92500000000001,52.32,10.12,27.500000000000004,102.92500000000001,Moderately Polluted
3483,75.65,162.07,29.08,11.23,44.45,0.69,39.15,14.037500000000001,36.35,152.16666666666669,182.07,39.15,11.1125,34.5,182.07,Moderately Polluted
3484,56.0,134.25,43.25,28.85,60.64779004169733,0.68,13.35,36.0625,54.0625,93.33333333333334,154.25,13.35,15.161947510424332,34.0,154.25,Moderately Polluted
3485,59.4,158.75,27.78,16.53,26.42,0.93,49.01,20.6625,34.725,99.0,178.75,49.01,6.605,46.5,178.75,Moderately Polluted
3486,59.67,152.6,31.1,17.03,31.97,0.79,59.55,21.2875,38.875,99.45,172.6,59.55,7.9925,39.5,172.6,Moderately Polluted
3487,66.65,152.0,31.05,12.69,35.34,0.81,61.21,15.862499999999999,38.8125,122.16666666666669,172.0,61.21,8.835,40.5,172.0,Moderately Polluted
3488,20.44,94.57,22.41,10.29,27.44,0.49,76.08,12.862499999999999,28.0125,34.06666666666667,118.21249999999999,76.08,6.86,24.5,118.21249999999999,Moderately Polluted
3489,29.42,94.42,20.52,11.1,35.59,0.56,61.76,13.875,25.65,49.03333333333334,118.025,61.76,8.8975,28.000000000000004,118.025,Moderately Polluted
3490,25.38,39.06,18.12,11.6,39.45,0.52,51.22,14.5,22.65,42.3,48.825,51.22,9.8625,26.0,51.22,Satisfactory
3491,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,75.80973755212166,75.80973755212166,102.15930013899109,75.80973755212166,60.64779004169733,15.161947510424332,556.7517061276313,556.7517061276313,Severe
3492,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,3.6,75.80973755212166,75.80973755212166,102.15930013899109,75.80973755212166,3.6,15.161947510424332,556.7517061276313,556.7517061276313,Severe
3493,49.24,131.4,26.21,21.47,33.05,0.88,79.5,26.8375,32.7625,82.06666666666666,151.4,79.5,8.2625,44.0,151.4,Moderately Polluted
3494,62.04,156.75,15.31,14.2,49.27,0.79,65.46,17.75,19.1375,106.8,176.75,65.46,12.3175,39.5,176.75,Moderately Polluted
3495,31.17,108.9,60.64779004169733,10.4,46.92,0.62,84.01,13.0,75.80973755212166,51.95,128.9,84.01,11.73,31.0,128.9,Moderately Polluted
3496,27.46,84.79,60.64779004169733,9.53,40.54,0.55,71.59,11.9125,75.80973755212166,45.76666666666667,105.98750000000001,71.59,10.135,27.500000000000004,105.98750000000001,Moderately Polluted
3497,30.54,59.19,60.64779004169733,13.12,35.76,0.61,64.19,16.4,75.80973755212166,50.9,73.9875,64.19,8.94,30.5,75.80973755212166,Satisfactory
3498,65.75,135.21,60.64779004169733,14.89,35.22,0.75,73.73,18.6125,75.80973755212166,119.16666666666667,155.21,73.73,8.805,37.5,155.21,Moderately Polluted
3499,56.08,197.69,60.64779004169733,13.64,26.82,0.67,78.23,17.05,75.80973755212166,93.46666666666667,217.69,78.23,6.705,33.5,217.69,Poor
3500,30.33,81.5,60.64779004169733,12.96,25.94,0.51,108.06,16.200000000000003,75.80973755212166,50.55,101.875,111.8529411764706,6.485,25.5,111.8529411764706,Moderately Polluted
3501,52.23,124.83,60.64779004169733,12.54,35.28,0.66,104.42,15.674999999999999,75.80973755212166,87.05,144.82999999999998,106.5,8.82,33.0,144.82999999999998,Moderately Polluted
3502,51.1,126.42,60.64779004169733,16.37,44.15,0.7,98.28,20.462500000000002,75.80973755212166,85.16666666666667,146.42000000000002,98.28,11.0375,35.0,146.42000000000002,Moderately Polluted
3503,44.31,113.89,60.64779004169733,13.72,41.79,0.62,59.41,17.150000000000002,75.80973755212166,73.85000000000001,133.89,59.41,10.4475,31.0,133.89,Moderately Polluted
3504,41.79,97.4,32.47,11.16,39.4,0.74,77.88,13.95,40.5875,69.65,121.75,77.88,9.85,37.0,121.75,Moderately Polluted
3505,44.12,100.38,23.02,14.09,43.51,0.67,87.93,17.6125,28.775,73.53333333333333,120.38,87.93,10.8775,33.5,120.38,Moderately Polluted
3506,71.23,183.44,29.28,18.09,48.03,0.76,41.21,22.6125,36.6,137.43333333333334,203.44,41.21,12.0075,38.0,203.44,Poor
3507,60.78,127.23,31.33,12.52,46.46,0.78,58.97,15.649999999999999,39.1625,102.60000000000001,147.23000000000002,58.97,11.615,39.0,147.23000000000002,Moderately Polluted
3508,65.71,125.54,36.34,16.52,44.19,1.04,64.2,20.65,45.425000000000004,119.03333333333332,145.54000000000002,64.2,11.0475,52.0,145.54000000000002,Moderately Polluted
3509,115.67,192.15,52.06,29.44,37.41,0.8,81.34,36.800000000000004,65.075,285.56666666666666,212.15,81.34,9.3525,40.0,285.56666666666666,Poor
3510,128.38,246.1,70.55,35.66,33.36,1.0,86.06,44.574999999999996,88.1875,306.44615384615383,266.1,86.06,8.34,50.0,306.44615384615383,Very poor
